# time, X, Y, Z
2.241789908802509308e+04,-1.201597148702752544e+06,-1.950128080741738901e+06,-2.713022733461078722e+06
2.273666410708427429e+04,-2.179116631533917389e+05,-1.677785962007423397e+06,-3.119351032266910188e+06
2.294853506338596344e+04,4.538163744811727665e+05,-1.405375354605878703e+06,-3.224195640655278228e+06
2.305561339712142944e+04,7.877935766186190303e+05,-1.244033481883220142e+06,-3.224615483382598497e+06
2.315037775874137878e+04,1.076315894572664518e+06,-1.089811872789676767e+06,-3.195368256027009338e+06
2.337339744806289673e+04,1.714610572923330823e+06,-6.923576219871022040e+05,-3.018442473354273941e+06
2.358048308694362640e+04,2.234739289822014049e+06,-2.932887414043282624e+05,-2.724436947587665170e+06
2.384837808179855347e+04,2.767746930989986286e+06,2.385242752750448708e+05,-2.178628924008432776e+06
2.400974034678936005e+04,2.997846353170002345e+06,5.532341346365282079e+05,-1.773755588369941805e+06
2.408267242693901062e+04,3.077136022905577440e+06,6.913471057060951134e+05,-1.575291558753164485e+06
2.411412597262859344e+04,3.106404882435154635e+06,7.498447005546051078e+05,-1.487102692470996175e+06
2.416194669163227081e+04,3.145119605710701086e+06,8.373736930660675280e+05,-1.350287081020908197e+06
2.420277917134761810e+04,3.172591260009201709e+06,9.106358340528183617e+05,-1.231054296388889197e+06
2.432527661061286926e+04,3.223663808516102843e+06,1.121025306750159478e+06,-8.620616757142975694e+05
2.461766179418563843e+04,3.153042464856665581e+06,1.551131158141160384e+06,5.935051731305586873e+04
2.500020081675052643e+04,2.664588370685142465e+06,1.913435469725621864e+06,1.244286101665513823e+06
2.537218719649314880e+04,1.822324021160451230e+06,2.003718842177552171e+06,2.225536008202866651e+06
2.576027047884464264e+04,6.821582734635379165e+05,1.809455336333923275e+06,2.924711138711123727e+06
2.617629881441593170e+04,-6.475493532995235873e+05,1.307824176859041443e+06,3.193498583813777659e+06
2.631170355355739594e+04,-1.067749257890499430e+06,1.091824755866339896e+06,3.164314077642404940e+06
2.638583790266513824e+04,-1.290173107183251996e+06,9.649677533488018671e+05,3.124022050236816052e+06
2.643307491636276245e+04,-1.428350520101235248e+06,8.813728955035853432e+05,3.089497586713358760e+06
2.647860971844196320e+04,-1.558597098482889123e+06,7.989582823936847271e+05,3.049781410392563324e+06
2.658700189709663391e+04,-1.855427739393693861e+06,5.965449906530624721e+05,2.930345868205682375e+06
2.676131643092632294e+04,-2.286702440442954656e+06,2.576294966693334864e+05,2.668010294526408892e+06
2.693667507481575012e+04,-2.652123839789903723e+06,-9.103000422031845665e+04,2.323980057278539520e+06
2.715396302795410156e+04,-2.993729347365254071e+06,-5.181472335439199815e+05,1.802198816587388748e+06
2.725027471876144409e+04,-3.101968528541137930e+06,-7.010103199730741326e+05,1.542890279460050864e+06
2.727945092046260834e+04,-3.129276461089925840e+06,-7.552339905459125293e+05,1.461479181724153925e+06
2.732996992719173431e+04,-3.170427033318849746e+06,-8.476215277722134488e+05,1.317695734451059718e+06
2.737327231764793396e+04,-3.199449274828290567e+06,-9.251499590144546237e+05,1.191840926497873617e+06
2.748476915788650513e+04,-3.247299441829818301e+06,-1.116707000313282479e+06,8.583896214827176882e+05
2.768165496623516083e+04,-3.236379650091615506e+06,-1.420887735047720140e+06,2.470423865599122946e+05
2.774844019150733948e+04,-3.205086811641421169e+06,-1.512554548852660693e+06,3.645734535627925652e+04
2.776232576370239258e+04,-3.196844862445215229e+06,-1.530810695011942182e+06,-7.372598520265237312e+03
2.777846294558048248e+04,-3.186520330818915740e+06,-1.551670199088009074e+06,-5.830598662005897495e+04
2.779220889055728912e+04,-3.177095122544709593e+06,-1.569132414877505274e+06,-1.016796315744099265e+05
2.783323980605602264e+04,-3.145530597949948162e+06,-1.619548916516017169e+06,-2.309992707916385552e+05
2.791264821124076843e+04,-3.070023858885095455e+06,-1.709615754516080953e+06,-4.799954457724081003e+05
2.802169668757915497e+04,-2.936145885490271263e+06,-1.816361908616347006e+06,-8.168185407854048535e+05
2.829004884672164917e+04,-2.468309830046374351e+06,-1.989184215601513628e+06,-1.597999980950363446e+06
2.844134732890129089e+04,-2.127433783060583752e+06,-2.027098669711292721e+06,-1.993111510737573029e+06
2.859259609866142273e+04,-1.740247165536870249e+06,-2.020922069112193538e+06,-2.344467152387284208e+06
2.875169380521774292e+04,-1.292169473437039880e+06,-1.967068824002517387e+06,-2.658643708806221373e+06
2.907375598430633545e+04,-3.016024247394900303e+05,-1.715926752260221401e+06,-3.091744730820401106e+06
2.935143954050540924e+04,5.803908543512254255e+05,-1.363043401871709619e+06,-3.221542291301294696e+06
2.961805794620513916e+04,1.388310490400280571e+06,-9.298705998062782455e+05,-3.123009006528499536e+06
2.986405695390701294e+04,2.051433452827271074e+06,-4.734783771577348234e+05,-2.842826260543235578e+06
3.015107379198074341e+04,2.671903815613637213e+06,9.179545746000480722e+04,-2.307790992636135314e+06
3.040297317051887512e+04,3.042499878695839550e+06,5.833379786401040619e+05,-1.684758051602154737e+06
3.046398653721809387e+04,3.104659159131766297e+06,6.981005917392161209e+05,-1.516584119387271348e+06
3.047893513560295105e+04,3.118170315189186484e+06,7.258461232254930073e+05,-1.474513366457820404e+06
3.052378093063831329e+04,3.154594426105198450e+06,8.081056226836905116e+05,-1.346400853960706620e+06
3.056369660961627960e+04,3.181782251193023287e+06,8.799877070023138076e+05,-1.230132079319492215e+06
3.066367942643165588e+04,3.227957894701582845e+06,1.053764963135475293e+06,-9.308684766644494375e+05
3.088630778324604034e+04,3.216602111276124604e+06,1.401218086265743244e+06,-2.362213148062776891e+05
3.132732092177867889e+04,2.739045666682480369e+06,1.875200185456522973e+06,1.139654195413036970e+06
3.170419078445434570e+04,1.913213675780937076e+06,2.001226290398438228e+06,2.152207580341439229e+06
3.211172198498249054e+04,7.249079915634444915e+05,1.825874407093182206e+06,2.905722718780039344e+06
3.253106381487846375e+04,-6.191458772520170314e+05,1.338398370308431331e+06,3.187870255031008273e+06
3.267543820798397064e+04,-1.069125007887040963e+06,1.112222769183067605e+06,3.158287920435916167e+06
